368,44490178,กล้องเหล็ก120cm/เส้น,0,280,-3
369,44490179,กล้องเหล็ก150cm/เส้น,0,340,7
370,44490180,ตะเกียบ/ห่อ,0,0,7
371,44490181,หน้าสติ้ก/ห่อ5มัด,0,470,7
372,44490182,หน้งสติ้ก/มัด,0,98,6
373,44490183,บุหรี่พม่า/ห่อ 10 แพก,0,270,-1
374,44490184,บุหรี่พม่า/ แพก,0,280,1
375,44490185,พริกลาบ 10บาท/ถุง 10ห่อ,0,90,7
376,44490186,น้ำส้มขวด5บาท/แพก 6ขวด,0,25,-11
377,44490187,สบู่นมข้าว 100กรัม/แพ็ค,0,0,7
378,44490188,สบู่สิวด๊อกเตอร์ มนตรี/แพ๊ค,0,0,7
379,44490189,ซอสหวาน 250กรัม/ขวด,0,0,7
380,44490190,ซีอิ๊วถั่วเหลือง 100มล./ขวด,0,0,7
381,44490191,วาสลีน สีชมพู/แพ็ค 3ก้อน,0,0,7
382,44490192,วาสลีน สีเหลือง/แพ็ค 3ก้อน,0,0,7
383,44490193,ข้าวเกรียบอยุธยา 5.-/พวงใหญ่40ถุง,185,190,-31
384,44490194,ข้าวเกรียบอยุธยา 5.-/พวงเล็ก,38,40,-8
385,44490195,ขนมสด5-/ซอง(ขายปลีก),3.8,4,-43
386,44490196,วุ้นเส้น2.-/แพก30ชิ้น,54,55,6
387,44490197,ปลากระป๋องไชโย/แพก10กป.,84,85,-12
388,44490198,ธูป5.-/ห่อ,3.8,4,1
389,44490199,เทียนเล็กเขียวพม่า/ห่อ,7.8,8,-5
390,44490200,กุ้งเส้น5.-/ห่อ5ถุง,24,25,-40
391,44490201,แชมพู2.-/แถว12ซอง,19,20,3
392,44490202,ขนมสด5.-/ห่อ20ชิ้น,78,80,-181
393,44490203,ข้าวซอยตัด3.-/ห่อ8ชิ้น,19,20,-10
394,44490204,M150/แพก10ขวด,85,88,-27
395,44490205,แปรงสีฟันผู้ใหญ่/แพก12ชิ้น,98,100,-10
396,44490206,ดีโด้น้ำผลไม้ฝาเจาะ5.-/ลัง8แพก,198,200,-32
